"case_id","abbrev","name","signal_density","group_label","category"
42,"ATN","Anterior group of the dorsal thalamus",11398737.6587,"control","TH"
42,"EPI","Epithalamus",4556553.67232,"control","TH"
42,"GENv","Geniculate group, ventral thalamus",34091535.4839,"control","TH"
42,"ILM","Intralaminar nuclei of the dorsal thalamus",13159410.1877,"control","TH"
42,"LAT","Lateral group of the dorsal thalamus",7406936.64596,"control","TH"
42,"MED","Medial group of the dorsal thalamus",8082166.66667,"control","TH"
42,"MTN","Midline group of the dorsal thalamus",18461182.5726,"control","TH"
42,"RT","Reticular nucleus of the thalamus",3869594.59459,"control","TH"
42,"GENd","Geniculate group, dorsal thalamus",8529007.65306,"control","TH"
42,"PP","Peripeduncular nucleus",16871625,"control","TH"
42,"SPA","Subparafascicular area",15306000,"control","TH"
42,"SPF","Subparafascicular nucleus",20303878.0488,"control","TH"
42,"VENT","Ventral group of the dorsal thalamus",12950584.6743,"control","TH"
42,"CUN","Cuneiform nucleus",8153286.95652,"control","MB"
42,"EW","Edinger-Westphal nucleus",27947000,"control","MB"
42,"III","Oculomotor nucleus",63171928.5714,"control","MB"
42,"IV","Trochlear nucleus",76578666.6667,"control","MB"
42,"LT","Lateral terminal nucleus of the accessory optic tract",18165500,"control","MB"
42,"MRN","Midbrain reticular nucleus",22105777.0456,"control","MB"
42,"ND","Nucleus of Darkschewitsch",80885181.8182,"control","MB"
42,"PRC","Precommissural nucleus",29486000,"control","MB"
42,"APN","Anterior pretectal nucleus",30224749.3473,"control","MB"
42,"MPT","Medial pretectal area",37580674.4186,"control","MB"
42,"NOT","Nucleus of the optic tract",17424035.7143,"control","MB"
42,"NPC","Nucleus of the posterior commissure",41936195.122,"control","MB"
42,"OP","Olivary pretectal nucleus",19963230.7692,"control","MB"
42,"PPT","Posterior pretectal nucleus",28435000,"control","MB"
42,"RN","Red nucleus",22511691.5888,"control","MB"
42,"RR","Midbrain reticular nucleus, retrorubral area",12991161.4907,"control","MB"
42,"SCdg","Superior colliculus, motor related, deep gray layer",19198054.9199,"control","MB"
42,"SCdw","Superior colliculus, motor related, deep white layer",15247825.3968,"control","MB"
42,"SCig","Superior colliculus, motor related, intermediate gray layer",25254541.4938,"control","MB"
42,"SCiw","Superior colliculus, motor related, intermediate white layer",28001383.7838,"control","MB"
42,"SNr","Substantia nigra, reticular part",3506361.50235,"control","MB"
42,"VTA","Ventral tegmental area",11256397.9239,"control","MB"
42,"VTN","Ventral tegmental nucleus",8865812.5,"control","MB"
42,"IC","Inferior colliculus",10995668.9546,"control","MB"
42,"MEV","Midbrain trigeminal nucleus",12979461.5385,"control","MB"
42,"NB","Nucleus of the brachium of the inferior colliculus",2131346.15385,"control","MB"
42,"PBG","Parabigeminal nucleus",908843.75,"control","MB"
42,"SAG","Nucleus sagulum",6728939.39394,"control","MB"
42,"SCop","Superior colliculus, optic layer",19566869.5652,"control","MB"
42,"SCsg","Superior colliculus, superficial gray layer",7459666.02687,"control","MB"
42,"PPN","Pedunculopontine nucleus",21070776.0417,"control","MB"
42,"CLI","Central linear nucleus raphe",7861833.33333,"control","MB"
42,"DR","Dorsal nucleus raphe",22934680,"control","MB"
42,"IF","Interfascicular nucleus raphe",12680500,"control","MB"
42,"IPN","Interpeduncular nucleus",5022016.66667,"control","MB"
42,"SNc","Substantia nigra, compact part",6211469.87952,"control","MB"
42,"BAC","Bed nucleus of the anterior commissure",7790250,"control","PAL"
42,"BST","Bed nuclei of the stria terminalis",12650284.1444,"control","PAL"
42,"GPe","Globus pallidus, external segment",6224153.84615,"control","PAL"
42,"GPi","Globus pallidus, internal segment",8629322.14765,"control","PAL"
42,"MSC","Medial septal complex",10393775.6714,"control","PAL"
42,"TRS","Triangular nucleus of septum",5680964.28571,"control","PAL"
42,"MA","Magnocellular nucleus",8712955.55556,"control","PAL"
42,"SI","Substantia innominata",9522838.73795,"control","PAL"
42,"LS","Lateral septal nucleus",18410846.2913,"control","STR"
42,"SF","Septofimbrial nucleus",9353451.32743,"control","STR"
42,"CP","Caudoputamen",18264131.5711,"control","STR"
42,"ACB","Nucleus accumbens",21982259.5769,"control","STR"
42,"FS","Fundus of striatum",19310973.6842,"control","STR"
42,"OT","Olfactory tubercle",6371102.68149,"control","STR"
42,"AAA","Anterior amygdalar area",10641823.5294,"control","STR"
42,"BA","Bed nucleus of the accessory olfactory tract",9144000,"control","STR"
42,"CEA","Central amygdalar nucleus",9708694.61078,"control","STR"
42,"IA","Intercalated amygdalar nucleus",17239558.1395,"control","STR"
42,"MEA","Medial amygdalar nucleus",9559292.30769,"control","STR"
42,"HIP","Hippocampal region",11483478.9119,"control","CTXpl"
42,"RHP","Retrohippocampal region",12827376.4371,"control","CTXpl"
42,"ACA","Anterior cingulate area",20271234.3426,"control","CTXpl"
42,"AI","Agranular insular area",15430543.3476,"control","CTXpl"
42,"AUD","Auditory areas",20123120.7577,"control","CTXpl"
42,"ECT","Ectorhinal area",19109843.4783,"control","CTXpl"
42,"FRP","Frontal pole, cerebral cortex",10856112.1212,"control","CTXpl"
42,"GU","Gustatory areas",19652741.5426,"control","CTXpl"
42,"ILA","Infralimbic area",14140958.4416,"control","CTXpl"
42,"MO","Somatomotor areas",19063826.5134,"control","CTXpl"
42,"ORB","Orbital area",19871391.0103,"control","CTXpl"
42,"PERI","Perirhinal area",21079299.6845,"control","CTXpl"
42,"PL","Prelimbic area",16896717.1315,"control","CTXpl"
42,"PTLp","Posterior parietal association areas",22057373.728,"control","CTXpl"
42,"RSP","Retrosplenial area",12363892.34,"control","CTXpl"
42,"SS","Somatosensory areas",26169634.0708,"control","CTXpl"
42,"TEa","Temporal association areas",14726695.5267,"control","CTXpl"
42,"VIS","Visual areas",16676185.8453,"control","CTXpl"
42,"VISC","Visceral area",18963588.8755,"control","CTXpl"
42,"AOB","Accessory olfactory bulb",7000600,"control","CTXpl"
42,"AON","Anterior olfactory nucleus",15679055.4435,"control","CTXpl"
42,"COA","Cortical amygdalar area",7847525.65257,"control","CTXpl"
42,"DP","Dorsal peduncular area",13559455.3571,"control","CTXpl"
42,"MOB","Main olfactory bulb",21051348.4848,"control","CTXpl"
42,"NLOT","Nucleus of the lateral olfactory tract",14296778.5714,"control","CTXpl"
42,"PAA","Piriform-amygdalar area",5295853.24232,"control","CTXpl"
42,"PIR","Piriform area",12755904.6099,"control","CTXpl"
42,"TR","Postpiriform transition area",10066176.3441,"control","CTXpl"
42,"TT","Taenia tecta",13290656.535,"control","CTXpl"
42,"BLAa","Basolateral amygdalar nucleus, anterior part",16685983.1081,"control","CTXsp"
42,"BLAp","Basolateral amygdalar nucleus, posterior part",22737182.5095,"control","CTXsp"
42,"BLAv","Basolateral amygdalar nucleus, ventral part",15474758.9286,"control","CTXsp"
42,"BMA","Basomedial amygdalar nucleus",16091544.6623,"control","CTXsp"
42,"CLA","Claustrum",34835850.4673,"control","CTXsp"
42,"EPd","Endopiriform nucleus, dorsal part",22654573.2165,"control","CTXsp"
42,"EPv","Endopiriform nucleus, ventral part",22169073.5294,"control","CTXsp"
42,"LA","Lateral amygdalar nucleus",14904915.6627,"control","CTXsp"
42,"PA","Posterior amygdalar nucleus",18378248.2759,"control","CTXsp"
43,"ACVII","Accessory facial motor nucleus",7814000,"alcohol","HB"
43,"GRN","Gigantocellular reticular nucleus",2601060.46512,"alcohol","HB"
43,"IRN","Intermediate reticular nucleus",2113312,"alcohol","HB"
43,"MARN","Magnocellular reticular nucleus",3257153.84615,"alcohol","HB"
43,"PARN","Parvicellular reticular nucleus",1506953.48837,"alcohol","HB"
43,"VI","Abducens nucleus",1032428.57143,"alcohol","HB"
43,"VII","Facial motor nucleus",876573.529412,"alcohol","HB"
43,"VNC","Vestibular nuclei",687678.39196,"alcohol","HB"
43,"CN","Cochlear nuclei",215687.5,"alcohol","HB"
43,"NTB","Nucleus of the trapezoid body",3439037.03704,"alcohol","HB"
43,"SPVO","Spinal nucleus of the trigeminal, oral part",41000,"alcohol","HB"
43,"B","Barrington's nucleus",4702333.33333,"alcohol","HB"
43,"DTN","Dorsal tegmental nucleus",3272000,"alcohol","HB"
43,"PCG","Pontine central gray",4332527.55906,"alcohol","HB"
43,"PG","Pontine gray",15954211.9565,"alcohol","HB"
43,"PRNc","Pontine reticular nucleus, caudal part",11120557.2968,"alcohol","HB"
43,"SG","Supragenual nucleus",724125,"alcohol","HB"
43,"SUT","Supratrigeminal nucleus",9248870.37037,"alcohol","HB"
43,"TRN","Tegmental reticular nucleus",12675483.3948,"alcohol","HB"
43,"V","Motor nucleus of trigeminal",3229817.2043,"alcohol","HB"
43,"CS","Superior central nucleus raphe",5942000,"alcohol","HB"
43,"LC","Locus ceruleus",4307000,"alcohol","HB"
43,"LDT","Laterodorsal tegmental nucleus",6313489.79592,"alcohol","HB"
43,"NI","Nucleus incertus",5273214.28571,"alcohol","HB"
43,"PRNr","Pontine reticular nucleus",6862262.82723,"alcohol","HB"
43,"SLC","Subceruleus nucleus",9284666.66667,"alcohol","HB"
43,"SLD","Sublaterodorsal nucleus",7779000,"alcohol","HB"
43,"NLL","Nucleus of the lateral lemniscus",1309259.84252,"alcohol","HB"
43,"PB","Parabrachial nucleus",7239363.12849,"alcohol","HB"
43,"PSV","Principal sensory nucleus of the trigeminal",1497989.69072,"alcohol","HB"
43,"SOC","Superior olivary complex",2510743.90244,"alcohol","HB"
43,"LHA","Lateral hypothalamic area",8719984.87837,"alcohol","HY"
43,"LPO","Lateral preoptic area",9061618.75,"alcohol","HY"
43,"PST","Preparasubthalamic nucleus",12937000,"alcohol","HY"
43,"PSTN","Parasubthalamic nucleus",13646782.6087,"alcohol","HY"
43,"RCH","Retrochiasmatic area",2372330.76923,"alcohol","HY"
43,"STN","Subthalamic nucleus",4747313.43284,"alcohol","HY"
43,"TU","Tuberal nucleus",2287913.63636,"alcohol","HY"
43,"ZI","Zona incerta",11958519.1257,"alcohol","HY"
43,"AHN","Anterior hypothalamic nucleus",9939059.58549,"alcohol","HY"
43,"MBO","Mammillary body",2843361.47757,"alcohol","HY"
43,"MPN","Medial preoptic nucleus",3837307.69231,"alcohol","HY"
43,"PH","Posterior hypothalamic nucleus",8833783.23699,"alcohol","HY"
43,"PMv","Ventral premammillary nucleus",4995673.91304,"alcohol","HY"
43,"PVHd","Paraventricular hypothalamic nucleus, descending division",8595954.54545,"alcohol","HY"
43,"VMH","Ventromedial hypothalamic nucleus",3888039.82301,"alcohol","HY"
43,"ADP","Anterodorsal preoptic nucleus",5518631.57895,"alcohol","HY"
43,"AVP","Anteroventral preoptic nucleus",1987689.65517,"alcohol","HY"
43,"AVPV","Anteroventral periventricular nucleus",1444666.66667,"alcohol","HY"
43,"DMH","Dorsomedial nucleus of the hypothalamus",8951824.32432,"alcohol","HY"
43,"MEPO","Median preoptic nucleus",4264223.52941,"alcohol","HY"
43,"MPO","Medial preoptic area",5161819.95134,"alcohol","HY"
43,"PD","Posterodorsal preoptic nucleus",8103000,"alcohol","HY"
43,"PS","Parastrial nucleus",5677769.23077,"alcohol","HY"
43,"PVp","Periventricular hypothalamic nucleus, posterior part",879049.180328,"alcohol","HY"
43,"PVpo","Periventricular hypothalamic nucleus, preoptic part",1664357.14286,"alcohol","HY"
43,"SBPV","Subparaventricular zone",10841202.8986,"alcohol","HY"
43,"SFO","Subfornical organ",240800,"alcohol","HY"
43,"VLPO","Ventrolateral preoptic nucleus",1695454.54545,"alcohol","HY"
43,"ARH","Arcuate hypothalamic nucleus",1025670.32967,"alcohol","HY"
43,"PVH","Paraventricular hypothalamic nucleus",4321000,"alcohol","HY"
43,"PVa","Periventricular hypothalamic nucleus, anterior part",2961500,"alcohol","HY"
43,"PVi","Periventricular hypothalamic nucleus, intermediate part",3209914.89362,"alcohol","HY"
43,"SO","Supraoptic nucleus",1546969.69697,"alcohol","HY"
43,"ATN","Anterior group of the dorsal thalamus",4179540.85603,"alcohol","TH"
43,"EPI","Epithalamus",2855915.42289,"alcohol","TH"
43,"GENv","Geniculate group, ventral thalamus",17486371.7949,"alcohol","TH"
43,"ILM","Intralaminar nuclei of the dorsal thalamus",5108368.5446,"alcohol","TH"
43,"LAT","Lateral group of the dorsal thalamus",4999344.00949,"alcohol","TH"
43,"MED","Medial group of the dorsal thalamus",4680137.2549,"alcohol","TH"
43,"MTN","Midline group of the dorsal thalamus",13039793.3333,"alcohol","TH"
43,"RT","Reticular nucleus of the thalamus",5692375,"alcohol","TH"
43,"GENd","Geniculate group, dorsal thalamus",3047575.53957,"alcohol","TH"
43,"PP","Peripeduncular nucleus",9022250,"alcohol","TH"
43,"SPA","Subparafascicular area",8828000,"alcohol","TH"
43,"SPF","Subparafascicular nucleus",12174039.3701,"alcohol","TH"
43,"VENT","Ventral group of the dorsal thalamus",9384194.04019,"alcohol","TH"
43,"CUN","Cuneiform nucleus",9686942.14876,"alcohol","MB"
43,"EW","Edinger-Westphal nucleus",24106500,"alcohol","MB"
43,"III","Oculomotor nucleus",9729187.5,"alcohol","MB"
43,"IV","Trochlear nucleus",12380000,"alcohol","MB"
43,"LT","Lateral terminal nucleus of the accessory optic tract",20220500,"alcohol","MB"
43,"MRN","Midbrain reticular nucleus",10522037.8863,"alcohol","MB"
43,"ND","Nucleus of Darkschewitsch",12227166.6667,"alcohol","MB"
43,"PRC","Precommissural nucleus",15211161.2903,"alcohol","MB"
43,"APN","Anterior pretectal nucleus",4962992.8401,"alcohol","MB"
43,"MPT","Medial pretectal area",9388500,"alcohol","MB"
43,"NOT","Nucleus of the optic tract",8290285.71429,"alcohol","MB"
43,"NPC","Nucleus of the posterior commissure",13267055.5556,"alcohol","MB"
43,"OP","Olivary pretectal nucleus",3906965.51724,"alcohol","MB"
43,"PPT","Posterior pretectal nucleus",15273083.3333,"alcohol","MB"
43,"RN","Red nucleus",8342397.6378,"alcohol","MB"
43,"RR","Midbrain reticular nucleus, retrorubral area",7974210.81081,"alcohol","MB"
43,"SCdg","Superior colliculus, motor related, deep gray layer",15057860.4167,"alcohol","MB"
43,"SCdw","Superior colliculus, motor related, deep white layer",9510503.87597,"alcohol","MB"
43,"SCig","Superior colliculus, motor related, intermediate gray layer",12322217.9732,"alcohol","MB"
43,"SCiw","Superior colliculus, motor related, intermediate white layer",12692258.2697,"alcohol","MB"
43,"SNr","Substantia nigra, reticular part",3711207.26172,"alcohol","MB"
43,"VTA","Ventral tegmental area",6530523.65931,"alcohol","MB"
43,"VTN","Ventral tegmental nucleus",4098357.14286,"alcohol","MB"
43,"IC","Inferior colliculus",8541144.08808,"alcohol","MB"
43,"MEV","Midbrain trigeminal nucleus",9715071.42857,"alcohol","MB"
43,"NB","Nucleus of the brachium of the inferior colliculus",5911711.53846,"alcohol","MB"
43,"PBG","Parabigeminal nucleus",1006341.46341,"alcohol","MB"
43,"SAG","Nucleus sagulum",8275585.36585,"alcohol","MB"
43,"SCop","Superior colliculus, optic layer",11675084.6774,"alcohol","MB"
43,"SCsg","Superior colliculus, superficial gray layer",3699503.58423,"alcohol","MB"
43,"PPN","Pedunculopontine nucleus",9802432.83582,"alcohol","MB"
43,"CLI","Central linear nucleus raphe",8828125,"alcohol","MB"
43,"DR","Dorsal nucleus raphe",13705400,"alcohol","MB"
43,"IF","Interfascicular nucleus raphe",15622090.9091,"alcohol","MB"
43,"IPN","Interpeduncular nucleus",4725161.29032,"alcohol","MB"
43,"SNc","Substantia nigra, compact part",6123613.63636,"alcohol","MB"
43,"BAC","Bed nucleus of the anterior commissure",9730600,"alcohol","PAL"
43,"BST","Bed nuclei of the stria terminalis",10180107.0932,"alcohol","PAL"
43,"GPe","Globus pallidus, external segment",5737892.08633,"alcohol","PAL"
43,"GPi","Globus pallidus, internal segment",10688712.6437,"alcohol","PAL"
43,"MSC","Medial septal complex",7848934.17722,"alcohol","PAL"
43,"TRS","Triangular nucleus of septum",7952276.59574,"alcohol","PAL"
43,"MA","Magnocellular nucleus",5353854.30464,"alcohol","PAL"
43,"SI","Substantia innominata",9748297.14739,"alcohol","PAL"
43,"LS","Lateral septal nucleus",17501397.9829,"alcohol","STR"
43,"SF","Septofimbrial nucleus",12855650.4065,"alcohol","STR"
43,"CP","Caudoputamen",12730412.9452,"alcohol","STR"
43,"ACB","Nucleus accumbens",12130387.0314,"alcohol","STR"
43,"FS","Fundus of striatum",14533932.9268,"alcohol","STR"
43,"OT","Olfactory tubercle",1947121.17843,"alcohol","STR"
43,"AAA","Anterior amygdalar area",8518015.5642,"alcohol","STR"
43,"BA","Bed nucleus of the accessory olfactory tract",6853000,"alcohol","STR"
43,"CEA","Central amygdalar nucleus",10040033.3333,"alcohol","STR"
43,"IA","Intercalated amygdalar nucleus",12128723.4043,"alcohol","STR"
43,"MEA","Medial amygdalar nucleus",9241492.53731,"alcohol","STR"
43,"HIP","Hippocampal region",9379147.11106,"alcohol","CTXpl"
43,"RHP","Retrohippocampal region",5450964.31087,"alcohol","CTXpl"
43,"ACA","Anterior cingulate area",7588939.27694,"alcohol","CTXpl"
43,"AI","Agranular insular area",11365741.3569,"alcohol","CTXpl"
43,"AUD","Auditory areas",9726985.53412,"alcohol","CTXpl"
43,"ECT","Ectorhinal area",8261152.20294,"alcohol","CTXpl"
43,"FRP","Frontal pole, cerebral cortex",5685872.34043,"alcohol","CTXpl"
43,"GU","Gustatory areas",15261958.6563,"alcohol","CTXpl"
43,"ILA","Infralimbic area",7979662.84404,"alcohol","CTXpl"
43,"MO","Somatomotor areas",10384211.4401,"alcohol","CTXpl"
43,"ORB","Orbital area",7937250,"alcohol","CTXpl"
43,"PERI","Perirhinal area",5999301.9432,"alcohol","CTXpl"
43,"PL","Prelimbic area",6940211.97411,"alcohol","CTXpl"
43,"PTLp","Posterior parietal association areas",12569824.4337,"alcohol","CTXpl"
43,"RSP","Retrosplenial area",8209594.63087,"alcohol","CTXpl"
43,"SS","Somatosensory areas",12738711.0274,"alcohol","CTXpl"
43,"TEa","Temporal association areas",8851974.10072,"alcohol","CTXpl"
43,"VIS","Visual areas",9425797.80639,"alcohol","CTXpl"
43,"VISC","Visceral area",13908782.8627,"alcohol","CTXpl"
43,"AOB","Accessory olfactory bulb",6249105.26316,"alcohol","CTXpl"
43,"AON","Anterior olfactory nucleus",11114239.8287,"alcohol","CTXpl"
43,"COA","Cortical amygdalar area",4284518.08242,"alcohol","CTXpl"
43,"DP","Dorsal peduncular area",6069315.78947,"alcohol","CTXpl"
43,"MOB","Main olfactory bulb",10519320.3593,"alcohol","CTXpl"
43,"NLOT","Nucleus of the lateral olfactory tract",5164444.44444,"alcohol","CTXpl"
43,"PAA","Piriform-amygdalar area",2529906.35452,"alcohol","CTXpl"
43,"PIR","Piriform area",7030899.70501,"alcohol","CTXpl"
43,"TR","Postpiriform transition area",5514643.28657,"alcohol","CTXpl"
43,"TT","Taenia tecta",7636170.60367,"alcohol","CTXpl"
43,"BLAa","Basolateral amygdalar nucleus, anterior part",9327917.77188,"alcohol","CTXsp"
43,"BLAp","Basolateral amygdalar nucleus, posterior part",11950709.6774,"alcohol","CTXsp"
43,"BLAv","Basolateral amygdalar nucleus, ventral part",6590661.01695,"alcohol","CTXsp"
43,"BMA","Basomedial amygdalar nucleus",10777274.6615,"alcohol","CTXsp"
43,"CLA","Claustrum",17724280.9917,"alcohol","CTXsp"
43,"EPd","Endopiriform nucleus, dorsal part",13609451.7167,"alcohol","CTXsp"
43,"EPv","Endopiriform nucleus, ventral part",14051339.6226,"alcohol","CTXsp"
43,"LA","Lateral amygdalar nucleus",7980545.77465,"alcohol","CTXsp"
43,"PA","Posterior amygdalar nucleus",6781680.9816,"alcohol","CTXsp"
44,"PG","Pontine gray",21396665.493,"alcohol","HB"
44,"TRN","Tegmental reticular nucleus",13338094.9721,"alcohol","HB"
44,"CS","Superior central nucleus raphe",5035132.74336,"alcohol","HB"
44,"PRNr","Pontine reticular nucleus",4526478.26087,"alcohol","HB"
44,"NLL","Nucleus of the lateral lemniscus",758024.691358,"alcohol","HB"
44,"LHA","Lateral hypothalamic area",10724588.1944,"alcohol","HY"
44,"LPO","Lateral preoptic area",7416551.80723,"alcohol","HY"
44,"PST","Preparasubthalamic nucleus",26070200,"alcohol","HY"
44,"PSTN","Parasubthalamic nucleus",20922086.9565,"alcohol","HY"
44,"RCH","Retrochiasmatic area",3117625,"alcohol","HY"
44,"STN","Subthalamic nucleus",7805306.45161,"alcohol","HY"
44,"TU","Tuberal nucleus",3249830.98592,"alcohol","HY"
44,"ZI","Zona incerta",11092437.6278,"alcohol","HY"
44,"AHN","Anterior hypothalamic nucleus",8821664.81994,"alcohol","HY"
44,"MBO","Mammillary body",5231264.26426,"alcohol","HY"
44,"MPN","Medial preoptic nucleus",1733824.17582,"alcohol","HY"
44,"PH","Posterior hypothalamic nucleus",15384733.3333,"alcohol","HY"
44,"PMv","Ventral premammillary nucleus",7216711.11111,"alcohol","HY"
44,"PVHd","Paraventricular hypothalamic nucleus, descending division",16767263.1579,"alcohol","HY"
44,"VMH","Ventromedial hypothalamic nucleus",5398507.46269,"alcohol","HY"
44,"ADP","Anterodorsal preoptic nucleus",8619875,"alcohol","HY"
44,"AVP","Anteroventral preoptic nucleus",2064074.07407,"alcohol","HY"
44,"AVPV","Anteroventral periventricular nucleus",1390833.33333,"alcohol","HY"
44,"DMH","Dorsomedial nucleus of the hypothalamus",11978262.9108,"alcohol","HY"
44,"MEPO","Median preoptic nucleus",4421000,"alcohol","HY"
44,"MPO","Medial preoptic area",3140797.81421,"alcohol","HY"
44,"PD","Posterodorsal preoptic nucleus",8184500,"alcohol","HY"
44,"PS","Parastrial nucleus",6031000,"alcohol","HY"
44,"PVp","Periventricular hypothalamic nucleus, posterior part",1377517.24138,"alcohol","HY"
44,"PVpo","Periventricular hypothalamic nucleus, preoptic part",2409289.47368,"alcohol","HY"
44,"SBPV","Subparaventricular zone",9566600,"alcohol","HY"
44,"SFO","Subfornical organ",520000,"alcohol","HY"
44,"VLPO","Ventrolateral preoptic nucleus",720833.333333,"alcohol","HY"
44,"ARH","Arcuate hypothalamic nucleus",1880209.87654,"alcohol","HY"
44,"PVH","Paraventricular hypothalamic nucleus",7283652.17391,"alcohol","HY"
44,"PVa","Periventricular hypothalamic nucleus, anterior part",3291800,"alcohol","HY"
44,"PVi","Periventricular hypothalamic nucleus, intermediate part",4802702.12766,"alcohol","HY"
44,"SO","Supraoptic nucleus",3730481.48148,"alcohol","HY"
44,"ATN","Anterior group of the dorsal thalamus",6254175.38897,"alcohol","TH"
44,"EPI","Epithalamus",4663163.15789,"alcohol","TH"
44,"GENv","Geniculate group, ventral thalamus",22645179.8561,"alcohol","TH"
44,"ILM","Intralaminar nuclei of the dorsal thalamus",6959926.58228,"alcohol","TH"
44,"LAT","Lateral group of the dorsal thalamus",7383429.28661,"alcohol","TH"
44,"MED","Medial group of the dorsal thalamus",5917964.39628,"alcohol","TH"
44,"MTN","Midline group of the dorsal thalamus",14953805.8608,"alcohol","TH"
44,"RT","Reticular nucleus of the thalamus",5195533.60489,"alcohol","TH"
44,"GENd","Geniculate group, dorsal thalamus",7032484.21053,"alcohol","TH"
44,"PP","Peripeduncular nucleus",3705250,"alcohol","TH"
44,"SPA","Subparafascicular area",9141368.42105,"alcohol","TH"
44,"SPF","Subparafascicular nucleus",10156914.5299,"alcohol","TH"
44,"VENT","Ventral group of the dorsal thalamus",8590228.50318,"alcohol","TH"
44,"CUN","Cuneiform nucleus",1564857.14286,"alcohol","MB"
44,"EW","Edinger-Westphal nucleus",68446250,"alcohol","MB"
44,"III","Oculomotor nucleus",26420545.4545,"alcohol","MB"
44,"IV","Trochlear nucleus",12246500,"alcohol","MB"
44,"LT","Lateral terminal nucleus of the accessory optic tract",6872000,"alcohol","MB"
44,"MRN","Midbrain reticular nucleus",11015993.0636,"alcohol","MB"
44,"ND","Nucleus of Darkschewitsch",26716090.9091,"alcohol","MB"
44,"PRC","Precommissural nucleus",17262633.3333,"alcohol","MB"
44,"APN","Anterior pretectal nucleus",8000505.10204,"alcohol","MB"
44,"MPT","Medial pretectal area",11608390.2439,"alcohol","MB"
44,"NOT","Nucleus of the optic tract",6502838.70968,"alcohol","MB"
44,"NPC","Nucleus of the posterior commissure",16555759.0361,"alcohol","MB"
44,"OP","Olivary pretectal nucleus",7288222.22222,"alcohol","MB"
44,"PPT","Posterior pretectal nucleus",9276863.63636,"alcohol","MB"
44,"RN","Red nucleus",8310217.19457,"alcohol","MB"
44,"RR","Midbrain reticular nucleus, retrorubral area",8196248.52071,"alcohol","MB"
44,"SCdg","Superior colliculus, motor related, deep gray layer",9508113.16397,"alcohol","MB"
44,"SCdw","Superior colliculus, motor related, deep white layer",6025271.02804,"alcohol","MB"
44,"SCig","Superior colliculus, motor related, intermediate gray layer",12526029.2208,"alcohol","MB"
44,"SCiw","Superior colliculus, motor related, intermediate white layer",12076208.3897,"alcohol","MB"
44,"SNr","Substantia nigra, reticular part",4067482.48408,"alcohol","MB"
44,"VTA","Ventral tegmental area",9877254.12541,"alcohol","MB"
44,"VTN","Ventral tegmental nucleus",303000,"alcohol","MB"
44,"IC","Inferior colliculus",3448422.48062,"alcohol","MB"
44,"MEV","Midbrain trigeminal nucleus",3217000,"alcohol","MB"
44,"NB","Nucleus of the brachium of the inferior colliculus",8094580,"alcohol","MB"
44,"PBG","Parabigeminal nucleus",6774718.75,"alcohol","MB"
44,"SAG","Nucleus sagulum",4126451.6129,"alcohol","MB"
44,"SCop","Superior colliculus, optic layer",18144889.3805,"alcohol","MB"
44,"SCsg","Superior colliculus, superficial gray layer",7929187.82609,"alcohol","MB"
44,"PPN","Pedunculopontine nucleus",3264869.04762,"alcohol","MB"
44,"CLI","Central linear nucleus raphe",12795619.0476,"alcohol","MB"
44,"DR","Dorsal nucleus raphe",18278914.2857,"alcohol","MB"
44,"IF","Interfascicular nucleus raphe",14003500,"alcohol","MB"
44,"IPN","Interpeduncular nucleus",6676218.75,"alcohol","MB"
44,"SNc","Substantia nigra, compact part",6036950,"alcohol","MB"
44,"BAC","Bed nucleus of the anterior commissure",14272333.3333,"alcohol","PAL"
44,"BST","Bed nuclei of the stria terminalis",14180598.1453,"alcohol","PAL"
44,"GPe","Globus pallidus, external segment",4561351.94585,"alcohol","PAL"
44,"GPi","Globus pallidus, internal segment",9219144.73684,"alcohol","PAL"
44,"MSC","Medial septal complex",7666905.0536,"alcohol","PAL"
44,"TRS","Triangular nucleus of septum",13353240,"alcohol","PAL"
44,"MA","Magnocellular nucleus",8530522.72727,"alcohol","PAL"
44,"SI","Substantia innominata",10727701.9983,"alcohol","PAL"
44,"LS","Lateral septal nucleus",15658090.1572,"alcohol","STR"
44,"SF","Septofimbrial nucleus",13623733.3333,"alcohol","STR"
44,"CP","Caudoputamen",14702062.6554,"alcohol","STR"
44,"ACB","Nucleus accumbens",17620278.0656,"alcohol","STR"
44,"FS","Fundus of striatum",17838236.3636,"alcohol","STR"
44,"OT","Olfactory tubercle",11459452.2293,"alcohol","STR"
44,"AAA","Anterior amygdalar area",12691383.6735,"alcohol","STR"
44,"BA","Bed nucleus of the accessory olfactory tract",16146111.1111,"alcohol","STR"
44,"CEA","Central amygdalar nucleus",17482203.7037,"alcohol","STR"
44,"IA","Intercalated amygdalar nucleus",22947302.3256,"alcohol","STR"
44,"MEA","Medial amygdalar nucleus",16119927.1845,"alcohol","STR"
44,"HIP","Hippocampal region",8814754.79499,"alcohol","CTXpl"
44,"RHP","Retrohippocampal region",8593683.60196,"alcohol","CTXpl"
44,"ACA","Anterior cingulate area",10150223.8748,"alcohol","CTXpl"
44,"AI","Agranular insular area",14252489.8013,"alcohol","CTXpl"
44,"AUD","Auditory areas",18415927.5834,"alcohol","CTXpl"
44,"ECT","Ectorhinal area",13793355.4502,"alcohol","CTXpl"
